"Number";"Ettevõtja nimi";"Registrikood";"Kehtivuse algus";"Kehtivuse lõpp";"Kehtiv";"Tegevusala";"Lisainfo"
"KTO002317";"füüsilisest isikust ettevõtja MADIS MÕTTUS'e Kure talu";"10386437";"28.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002304";"OSAÜHING Ketterer";"10708668";"28.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002306";"OÜ Pintmann Grupp";"10435791";"28.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002276";"osaühing ROCCO";"10174346";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002274";"OÜ Gurmania";"10453487";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002292";"Osaühing SAMBAR";"10077498";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002295";"Osaühing SAMBAR";"10077498";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002293";"Osaühing SAMBAR";"10077498";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002285";"Vellosar Kaubanduse OÜ";"10112022";"24.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002259";"OÜ MOOSINÄGU";"10975180";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002267";"Kungla Investeeringu Osaühing";"10103126";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002266";"AS Sokotel";"10953787";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002264";"AS Sokotel";"10953787";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002265";"AS Sokotel";"10953787";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002263";"AS Sokotel";"10953787";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002262";"AS Sokotel";"10953787";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002257";"Grillman OÜ";"10947054";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002258";"osaühing Renne-Pihla";"10065963";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002252";"OSAÜHING CITYPARTNER";"10859775";"23.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002228";"osaühing Kadri";"10044228";"22.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002248";"OÜ LAVU ja KA";"10854177";"22.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002234";"Keila Tarbijate Ühistu";"10088042";"22.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002229";"osaühing Kadri";"10044228";"22.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002211";"osaühing RESTRAKE";"10058360";"21.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002205";"Osaühing Cavaterra";"10025455";"18.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002189";"Osaühing Mäo Grill";"10541725";"18.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002200";"Osaühing Lehtsala";"10094137";"18.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002204";"osaühing Lorrein";"10109092";"18.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002206";"OÜ TERINIPP";"10149306";"18.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002175";"osaühing Tulm";"10044108";"17.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002168";"osaühing Pak L&P";"10323939";"16.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002169";"Osaühing Puuhamaa";"10617291";"16.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002137";"Forum Cinemas OÜ";"10193098";"15.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002150";"Osaühing Keila Gnoom";"10017208";"15.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002135";"Forum Cinemas OÜ";"10193098";"15.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002151";"OSAÜHING HANSACONSTANT & PARTNERID";"10870305";"15.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002148";"Osaühing Lukos";"10234822";"15.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002130";"OSAÜHING RMM TOITLUSTUS";"10188186";"14.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002128";"Osaühing LÕVI";"10612572";"14.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002129";"Osaühing LÕVI";"10612572";"14.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002105";"Osaühing Meie Pubi";"10813039";"11.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002114";"Osaühing Paan";"10170772";"11.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002103";"Osaühing Mäenurga Talu";"10830323";"11.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002108";"Osaühing Paan";"10170772";"11.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002092";"OSAÜHING SHINOK";"11088541";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002097";"osaühing SAILORS";"10090760";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002100";"osaühing Pentum Kaubandus";"10647688";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002096";"osaühing SAILORS";"10090760";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002089";"OÜ VESKISILLA";"10329830";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002102";"Osaühing Finite";"10098141";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002101";"Osaühing Paan";"10170772";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002095";"OÜ Bevega";"10385604";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002099";"Osaühing WIPO";"10420312";"10.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002082";"osaühing Sergon Kaubandus";"10481383";"09.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002081";"osaühing MV & R";"10208492";"09.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002058";"Aktsiaselts Johan GTJ";"10296289";"07.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002054";"osaühing Tarvise Turism";"10020860";"07.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002062";"Lanverst Osaühing";"10349815";"07.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002063";"osaühing Pajuks";"10457166";"07.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002064";"Osaühing Kodulinna Lokaal";"10153325";"07.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002042";"OÜ WESTOIL";"10391728";"04.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002052";"Osaühing Honeywell";"10476620";"04.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002033";"OÜ Peipsi Kalatööstus";"10626350";"03.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002029";"ViaStop Invest OÜ";"10857670";"03.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002009";"Sihtasutus Tehvandi Spordikeskus";"90007715";"01.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001997";"Aktsiaselts TRANSSERVIS-N";"10338071";"01.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO002010";"Sihtasutus Tehvandi Spordikeskus";"90007715";"01.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001994";"Tulundusühistu INKERI";"10133127";"01.03.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001945";"Osaühing Tervise Paradiis";"10559955";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001949";"OÜ KADAKA BAAR";"10247894";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001943";"Osaühing Tervise Paradiis";"10559955";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001947";"Osaühing Tervise Paradiis";"10559955";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001946";"Osaühing Tervise Paradiis";"10559955";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001944";"Osaühing Tervise Paradiis";"10559955";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001955";"OÜ Puulaiu Matkamaja";"10539484";"22.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001936";"Tulundusühistu Firostefani";"10525146";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001934";"OSAÜHING MAASIKAS & KO";"10305172";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001931";"OÜ Aadupoisid";"10845170";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001935";"Osaühing Narva Kohvik";"10239618";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001930";"OSAÜHING RAIGER TRIO";"10781688";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001939";"Osaühing Vanalinna Bowling";"10811142";"21.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001922";"Osaühing Paan";"10170772";"17.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001884";"Osaühing Klementina";"11053399";"11.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001878";"OÜ Jõe-Projekt";"10945747";"10.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001871";"osaühing Kadi Einola";"10084759";"09.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001868";"Osaühing Traus-RAK";"10633568";"09.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001866";"Osaühing Saialill";"10098595";"09.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001857";"osaühing Farsar";"10319926";"08.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001843";"OÜ UUSMÄGI";"10914110";"04.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001846";"osaühing Absolent";"10502197";"04.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001825";"Osaühing Koduköök";"10659510";"01.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001830";"Osaühing Süsi SG";"10187347";"01.02.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001807";"Veskaru OÜ";"10112935";"26.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001798";"Osaühing Kingexport";"10441509";"25.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001790";"osaühing Amulett";"10282212";"24.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001779";"Orkla Eesti AS";"11267031";"18.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001778";"osaühing Teilmaa";"11073025";"18.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001770";"osaühing VALTAMM";"10059052";"17.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001769";"Select Service Partner Eesti Aktsiaselts";"10555615";"17.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001760";"Osaühing Stefania";"10999737";"13.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001743";"OÜ KAIFI";"10628076";"11.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001740";"Jõgeva Majandusühistu";"10136232";"10.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001729";"osaühing CONSPIRATOR";"10947019";"06.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001727";"Osaühing GAVERT";"10461788";"05.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001723";"Osaühing MELMONT";"10654458";"04.01.2005";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001718";"Osaühing Elevant";"10488178";"31.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001698";"Osaühing ZUBRORUS";"10043217";"28.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001699";"OÜ Efendi";"10382853";"28.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001694";"Sharwimbo Namushasha OÜ";"10460501";"28.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001691";"aktsiaselts Aide";"10185041";"28.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001690";"Aktsiaselts Tallinna Lennujaam";"10349560";"28.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001687";"NURME BISTROO OÜ";"10935252";"27.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001689";"OSAÜHING CITYHAUS GRUPP";"10935559";"27.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001684";"Härma Ehitus OÜ";"10826221";"27.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001688";"OÜ Mutamor";"10514102";"27.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001672";"OÜ VRV GRUPP";"10725827";"23.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001678";"KIIRA HAIROVA";"10896598";"23.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001662";"osaühing Reivali Ehitus";"10209215";"21.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001661";"Select Service Partner Eesti Aktsiaselts";"10555615";"21.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001660";"Pagaripoisid OÜ";"10381865";"21.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001657";"osaühing Mediaan-V";"10040874";"20.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001652";"Osaühing ?UR";"10186477";"17.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001649";"Osaühing GENEVA";"10338183";"15.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001635";"TONY OÜ";"10242750";"13.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001632";"Osaühing SALUKIVI";"10218042";"13.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001626";"OSAÜHING ELOMETSO";"10238530";"10.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001619";"Ala - Rõuge Külalistemaja OÜ";"10911323";"09.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001625";"Kungla Investeeringu Osaühing";"10103126";"09.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001613";"Stockmann Aktsiaselts";"10005122";"08.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001611";"Osaühing HIIBO";"10221340";"08.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001607";"OÜ Santovara";"10587905";"07.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001594";"osaühing Metrola";"10614364";"02.12.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001562";"Aktsiaselts Taastusravikeskus Viiking";"10002098";"25.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001561";"OÜ ASSA TARE";"10030686";"24.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001560";"Aktsiaselts Taastusravikeskus Viiking";"10002098";"24.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001558";"osaühing Sildo Luke";"10287149";"23.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001557";"osaühing PIZZA GRANDE";"10714858";"23.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001544";"OÜ ISPRE";"11061128";"19.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001532";"Osaühing Desoral";"10178710";"18.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001485";"Airo Catering Services Eesti Osaühing";"10195447";"03.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001475";"Rasa Trading Company AS";"10588230";"02.11.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001429";"aktsiaselts PRINTALL";"10092701";"18.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001430";"Kungla Investeeringu Osaühing";"10103126";"18.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001425";"osaühing St.Patrick's";"10571502";"15.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001419";"Osaühing F 3";"10250620";"14.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001410";"Osaühing Leman";"10073709";"12.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001407";"Osaühing Orantes";"10919721";"12.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001404";"Osaühing Salvador";"10250614";"11.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001397";"Osaühing KOMANDOR";"10133334";"08.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001400";"osaühing WAIDE";"10437146";"08.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001390";"OÜ PORRI & KO";"10715835";"07.10.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001373";"Järve Toitlustuse OÜ";"11020849";"30.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001367";"OÜ Linnumäe Puhkekeskus";"11040818";"29.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001364";"Rääma Noorte Ühing Noorus MTÜ";"80034119";"29.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001359";"Osaühing Ilona Paugus";"10334073";"27.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001348";"osaühing WAIDE";"10437146";"24.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001309";"OÜ VALLI";"10079014";"16.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001303";"osaühing Suveniir";"10106863";"15.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001292";"Osaühing Blue Systems";"10574920";"13.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001294";"OSAÜHING ULVI KÖÖK";"10407004";"13.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001273";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001272";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001270";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001268";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001284";"Harda Vara OÜ";"11048027";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001265";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001264";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001266";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001290";"osaühing Kanvera";"10069234";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001261";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001269";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001285";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001267";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001263";"Aktsiaselts Tallink Grupp";"10238429";"10.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001207";"OSAÜHING FORSS";"10283967";"03.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001200";"Hotell Tähetorni OÜ";"10098951";"02.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001193";"RRLektus Aktsiaselts";"10072791";"02.09.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001172";"Osaühing Stekil";"10229270";"30.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001155";"Osaühing Mark Systems";"10620241";"26.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001142";"Osaühing Westender";"10338823";"26.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001151";"OÜ SIGARI MAJA";"10808306";"26.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001138";"osaühing Ehar";"10315897";"25.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001137";"Osaühing Perenaine";"10268436";"25.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001127";"Osaühing Vesivärava";"10493713";"24.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001131";"Osaühing AHTME MAJA";"10061209";"24.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001120";"OÜ Benitrade";"10569971";"23.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001123";"Osaühing Haapsalu Linna Spordibaasid";"10792290";"23.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001104";"Osaühing Valga Voorimees";"11045342";"18.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001086";"OÜ Pintmann Grupp";"10435791";"17.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001069";"osaühing ALDI";"10024817";"13.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001059";"Tulundusühistu VESTA KING";"10127641";"12.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001066";"Osaühing REINEBERG";"10196984";"12.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001061";"Osaühing VIIRA PLUSS";"10133995";"12.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001053";"OÜ Reilve";"10090398";"11.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO001006";"RT Hotellid OÜ";"10646134";"03.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000985";"osaühing Dakkis";"10115721";"02.08.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000971";"osaühing Dixen";"10218674";"30.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000925";"Osaühing Punane Torn";"10982116";"23.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000918";"Osaühing VÜRST";"10771721";"23.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000851";"NIINA MNOGOLESSOVA KIOSK";"10012915";"19.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000832";"osaühing Segmonte";"10500778";"15.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000816";"Bumbuta Jangalo OÜ";"11006951";"14.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000828";"Serverette OÜ";"10577976";"14.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000789";"osaühing Elviino";"10529316";"12.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000799";"Osaühing Serventor";"11038514";"12.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000779";"AARE REBBAN";"10661607";"09.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000765";"Osaühing Reiser";"10082105";"08.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000770";"OÜ MANN GRUPP";"10797040";"08.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000729";"OÜ Vanaema köök";"14348669";"02.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000721";"OÜ KOIDULAPARK HOTELL";"10793786";"02.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000730";"osaühing F.C.B.";"10869644";"02.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000705";"Osaühing KOMANDOR";"10133334";"01.07.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000699";"OSAÜHING SEMIKOR";"10197446";"30.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000665";"Osaühing Tervise Paradiis";"10559955";"28.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000618";"osaühing ENDIVIA";"10149163";"22.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000627";"osaühing Miny Many";"10308325";"22.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000580";"Viirisepa OÜ";"10503469";"21.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000563";"osaühing MaineGrupp";"10787062";"18.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000507";"Osaühing Leman";"10073709";"16.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000517";"osaühing Niitlind";"10024148";"16.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000494";"Gloria OÜ";"10046227";"15.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000471";"osaühing ""Islamel""";"10007977";"11.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000451";"Osaühing Avicula";"10130413";"10.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000448";"NEPI MAJA OSAÜHING";"10087605";"10.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000390";"OSAÜHING TÄHETORNI";"10562928";"04.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000371";"NAPU TALU";"10100228";"03.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000349";"Osaühing Liisi";"10358665";"02.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000348";"osaühing ELVO Kaubandus";"10288781";"02.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000342";"OÜ Hunt Kriimsilm";"10924484";"01.06.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000295";"Osaühing LAAGNOR";"10669342";"28.05.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000302";"Osaühing GENEVA";"10338183";"28.05.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000278";"ARBAVERE PUHKEKESKUS OÜ";"11001119";"26.05.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000257";"Osaühing Taimler MM";"10403532";"25.05.2004";"Tähtajatu";"Jah";"Toitlustamine";""
"KTO000263";"Osaühing Seelight";"11009748";"25.05.2004";"Tähtajatu";"Jah";"Toitlustamine";""
